CNTR_ID,TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011,TOT_P_2021
EL,22468,22094,CRS3035RES50000mN1700000E5200000,22319,21828
BA-HR-RS,280289,0,CRS3035RES50000mN2450000E5050000,293954,19
DK,153389,147410,CRS3035RES50000mN3700000E4250000,151080,153027
PL-SK,170189,164829,CRS3035RES50000mN2950000E5100000,168769,165169
CH-IT,115482,109415,CRS3035RES50000mN2550000E4250000,114277,114929
NO,3091,3294,CRS3035RES50000mN4400000E4350000,3132,3003
ES,27422,29746,CRS3035RES50000mN2000000E3450000,29339,27575
NO,27239,26913,CRS3035RES50000mN3950000E4250000,27373,33984
IT,673285,645784,CRS3035RES50000mN2500000E4500000,670253,666579
FR,421848,393959,CRS3035RES50000mN2750000E3500000,404856,434491
LV,29390,35660,CRS3035RES50000mN3850000E5050000,33085,28650
NO,3152,3452,CRS3035RES50000mN4250000E4350000,3329,2973
NO,11021,10491,CRS3035RES50000mN4750000E4400000,10623,17202
ES-FR,113418,105836,CRS3035RES50000mN2250000E3450000,111500,113348
NO,205,240,CRS3035RES50000mN4650000E4350000,228,270
UK,2247055,2131673,CRS3035RES50000mN3400000E3450000,2193627,0
DE,318170,314129,CRS3035RES50000mN3300000E4250000,311742,323120
RO-RS,144426,26922,CRS3035RES50000mN2450000E5200000,151493,19997
ES,164766,128653,CRS3035RES50000mN1950000E3150000,157884,174238
IT,122768,118624,CRS3035RES50000mN2200000E4400000,121641,119871
MK-RS,772634,0,CRS3035RES50000mN2150000E5250000,750943,0
IE,2917,3345,CRS3035RES50000mN3350000E2900000,2972,2824
UK,209429,185034,CRS3035RES50000mN3750000E3450000,201690,0
UK,1146702,1011743,CRS3035RES50000mN3300000E3550000,1082473,0
MD-RO,70819,79221,CRS3035RES50000mN2800000E5650000,70224,63087
FI,12287,13977,CRS3035RES50000mN4550000E5050000,13383,11940
ES,56391,58077,CRS3035RES50000mN2200000E3350000,58356,56644
IT,712101,671112,CRS3035RES50000mN2350000E4350000,690016,706662
NO,2773,2991,CRS3035RES50000mN4950000E4500000,2851,3906
NO,6560,6564,CRS3035RES50000mN5200000E4700000,6522,8232
FI,1699,2171,CRS3035RES50000mN4900000E5150000,1993,1699
EL-MK,133272,136750,CRS3035RES50000mN2000000E5300000,129719,116890
EL,0,0,CRS3035RES50000mN1600000E5300000,1,0
ME,92005,0,CRS3035RES50000mN2200000E5050000,94515,0
SE,7829,8310,CRS3035RES50000mN4150000E4500000,7934,7786
DE,151834,160720,CRS3035RES50000mN3400000E4400000,151097,154509
DK,149499,144004,CRS3035RES50000mN3550000E4350000,148658,162571
ES,210595,225949,CRS3035RES50000mN2250000E3000000,221325,203020
BE,45295,41997,CRS3035RES50000mN3150000E3800000,43430,45692
UK,54094,55899,CRS3035RES50000mN3300000E3350000,56099,0
ES,168137,145511,CRS3035RES50000mN1000000E1650000,159460,175070
FR,83967,84403,CRS3035RES50000mN2450000E3700000,85723,82781
BG,429255,421984,CRS3035RES50000mN2400000E5750000,450587,400910
ES-PT,15489,19653,CRS3035RES50000mN2250000E2900000,17001,14376
BG,58391,56124,CRS3035RES50000mN2300000E5750000,50231,49124
EL,18535,18130,CRS3035RES50000mN1700000E5650000,16632,14514
SE,51275,48187,CRS3035RES50000mN3850000E4500000,49002,52162
ES-FR,25480,25354,CRS3035RES50000mN2200000E3550000,26295,26023
IT,852294,793020,CRS3035RES50000mN2450000E4350000,825649,853065
UK,30239,29853,CRS3035RES50000mN3450000E3350000,29827,0
DE,533553,604127,CRS3035RES50000mN3050000E4450000,556428,515826
LV,746885,811378,CRS3035RES50000mN3800000E5150000,771023,738801
PT,25582,30274,CRS3035RES50000mN1800000E2700000,28682,26629
FI,11147,13268,CRS3035RES50000mN4400000E5250000,12285,10527
PT,38594,41715,CRS3035RES50000mN1900000E2700000,40544,37414
FI,12221,14514,CRS3035RES50000mN4500000E5250000,13505,11655
IT,542994,519911,CRS3035RES50000mN2300000E4400000,522873,540557
RS,205839,0,CRS3035RES50000mN2350000E5200000,217774,0
DK,274177,251525,CRS3035RES50000mN3750000E4300000,258613,301474
UK,1821216,1697882,CRS3035RES50000mN3400000E3550000,1756327,0
DE,598724,591753,CRS3035RES50000mN2900000E4400000,574797,596804
ES,237291,241780,CRS3035RES50000mN2100000E3000000,244228,237658
ES,133190,118126,CRS3035RES50000mN1000000E2000000,124178,139675
IT,260978,257038,CRS3035RES50000mN1800000E4200000,263173,251820
EL,106740,122491,CRS3035RES50000mN1700000E5300000,103385,98527
BY-PL,43,51,CRS3035RES50000mN3400000E5250000,47,21
SE,661507,551334,CRS3035RES50000mN3600000E4500000,604574,704241
FR,529105,469618,CRS3035RES50000mN2700000E3450000,496500,548438
IT,240059,236629,CRS3035RES50000mN2350000E4150000,243602,232328
BE-FR,2134173,2071065,CRS3035RES50000mN3050000E3800000,2099450,2159051
NO,7067,7168,CRS3035RES50000mN4400000E4250000,7082,7284
ES,51073,52942,CRS3035RES50000mN2000000E2900000,53269,49742
ES,337550,343261,CRS3035RES50000mN2350000E3000000,350211,330340
CZ,405062,386527,CRS3035RES50000mN3000000E4700000,399430,404276
AT-DE,457193,435009,CRS3035RES50000mN2700000E4300000,434956,464417
UK,8395,7852,CRS3035RES50000mN4150000E3650000,8178,0
BA-HR,148780,0,CRS3035RES50000mN2450000E4850000,171213,24823
BG,80101,99704,CRS3035RES50000mN2200000E5400000,90506,77934
ES,122160,126768,CRS3035RES50000mN1800000E3350000,128141,122263
SE,2659,3071,CRS3035RES50000mN4500000E4600000,2860,2558
DE,1764659,1658298,CRS3035RES50000mN2850000E4250000,1657996,1767273
LT,104264,133556,CRS3035RES50000mN3550000E5200000,116689,103868
IT,150701,157514,CRS3035RES50000mN1950000E4150000,146589,144497
FI,279602,249761,CRS3035RES50000mN4200000E5150000,262486,283965
HU-SK,155936,161843,CRS3035RES50000mN2850000E5100000,157768,152215
NO,1024,883,CRS3035RES50000mN5100000E4500000,1016,1659
FR,116200,113229,CRS3035RES50000mN2900000E3400000,115075,124331
NO-SE,765,769,CRS3035RES50000mN4400000E4400000,754,689
RO,411133,456564,CRS3035RES50000mN2450000E5400000,417252,378171
SE,60403,53452,CRS3035RES50000mN4000000E4700000,55755,62515
PL,592520,515839,CRS3035RES50000mN3300000E5050000,547302,667523
RO,117232,97279,CRS3035RES50000mN2700000E5300000,108346,138278
IE,75954,68919,CRS3035RES50000mN3350000E3000000,72130,79087
NO,4895,5121,CRS3035RES50000mN4650000E4400000,5003,6195
SE,4564,5293,CRS3035RES50000mN4800000E4850000,4811,4559
IS,8666,7291,CRS3035RES50000mN4850000E2800000,6282,0
NO,18503,17888,CRS3035RES50000mN4550000E4350000,18485,22389
UK,43828,43241,CRS3035RES50000mN3600000E3500000,43731,0
PL,242435,245198,CRS3035RES50000mN3100000E5150000,248071,216619
NO-SE,40531,40455,CRS3035RES50000mN4050000E4450000,40043,40374
PL,40251,42494,CRS3035RES50000mN3500000E4950000,42063,35711
NO,7591,5887,CRS3035RES50000mN4500000E4250000,6618,13872
IT,831368,790377,CRS3035RES50000mN2450000E4400000,819966,825560
ES,253597,239469,CRS3035RES50000mN1900000E3400000,259299,259534
FR,93730,93346,CRS3035RES50000mN2650000E3600000,94974,91828
DE,168666,192245,CRS3035RES50000mN3150000E4500000,176469,165419
ES,34221,36161,CRS3035RES50000mN2000000E3000000,36657,33351
IT,3954,8002,CRS3035RES50000mN1900000E4900000,3674,4689
IS,71,0,CRS3035RES50000mN5050000E3100000,108,0
UK,1452173,1413521,CRS3035RES50000mN3550000E3550000,1432640,0
IE-UK,138271,123796,CRS3035RES50000mN3650000E3250000,132161,1256
EE,82365,94987,CRS3035RES50000mN4150000E5300000,85816,78483
PT,10159,10982,CRS3035RES50000mN2550000E1100000,10599,10471
UK,221509,203370,CRS3035RES50000mN3200000E3350000,211182,0
SE,410,515,CRS3035RES50000mN4750000E4600000,418,413
UK,298881,276783,CRS3035RES50000mN3400000E3600000,287900,0
ES,77527,75332,CRS3035RES50000mN1750000E3250000,80937,76179
HU,273868,285735,CRS3035RES50000mN2800000E5150000,282106,267850
ES,95383,89927,CRS3035RES50000mN1950000E3500000,97465,99082
FR,87644,80622,CRS3035RES50000mN2300000E3550000,85191,88657
UK,1167596,1032907,CRS3035RES50000mN3150000E3650000,1094271,0
RS,402264,0,CRS3035RES50000mN2350000E5150000,419745,0
FI,33,77,CRS3035RES50000mN4750000E5250000,55,38
CY,43215,0,CRS3035RES50000mN1600000E6450000,42981,47381
RO-UA,604,845,CRS3035RES50000mN2650000E5750000,669,583
HU-SK,538058,552923,CRS3035RES50000mN2750000E4950000,541134,562089
FR,170307,171438,CRS3035RES50000mN3000000E3700000,173658,168139
AL,201452,0,CRS3035RES50000mN2000000E5150000,200827,0
NO,19515,20205,CRS3035RES50000mN4050000E4250000,19039,19254
RS,674369,0,CRS3035RES50000mN2200000E5200000,639335,0
IT,155037,157239,CRS3035RES50000mN2200000E4350000,156071,149803
NO-SE,1382,1473,CRS3035RES50000mN4700000E4500000,1439,1234
IT,1411,1290,CRS3035RES50000mN2100000E4350000,1388,1322
EE-LV,20198,26168,CRS3035RES50000mN3900000E5150000,22844,19869
DE,400720,403236,CRS3035RES50000mN3350000E4150000,395909,403963
ES,470698,456415,CRS3035RES50000mN2400000E2800000,471333,473162
ES,41295,45092,CRS3035RES50000mN1700000E3150000,44563,40461
FI,21189,24947,CRS3035RES50000mN4400000E5050000,23499,20503
SE,59033,56727,CRS3035RES50000mN4350000E4700000,58282,62258
DE,554500,573931,CRS3035RES50000mN3200000E4350000,549676,550327
ES,59641,58489,CRS3035RES50000mN2100000E3350000,62205,61080
IT,415381,382080,CRS3035RES50000mN2550000E4400000,401406,415575
SE,88309,84923,CRS3035RES50000mN3650000E4600000,84290,90513
IT,71623,74345,CRS3035RES50000mN1750000E4250000,69342,70314
FR,79706,81718,CRS3035RES50000mN2750000E3950000,82056,77489
SK-UA,70098,71329,CRS3035RES50000mN2900000E5200000,70921,68647
FR,2274,2044,CRS3035RES50000mN2350000E3350000,2081,2934
SE,112253,100301,CRS3035RES50000mN4000000E4500000,105253,115412
IS,2972,2737,CRS3035RES50000mN5000000E3000000,2943,0
SE,78,132,CRS3035RES50000mN4250000E4500000,105,65
PL,1642888,1736027,CRS3035RES50000mN3050000E4950000,1706657,1534051
DE,91326,92184,CRS3035RES50000mN3450000E4350000,91589,95786
NO,1321,1235,CRS3035RES50000mN5100000E4700000,1283,1311
DE,88379,100951,CRS3035RES50000mN3300000E4400000,91755,86227
FI,5618,6943,CRS3035RES50000mN4650000E5050000,6330,5483
HR,103803,0,CRS3035RES50000mN2400000E4600000,103389,95896
UK,8912,7178,CRS3035RES50000mN3900000E3350000,8554,0
NO,90681,76486,CRS3035RES50000mN3900000E4200000,82513,127506
FI,12542,12929,CRS3035RES50000mN4600000E4950000,13136,12643
NO-SE,2217,3032,CRS3035RES50000mN4150000E4450000,2645,2120
DK,218515,207679,CRS3035RES50000mN3550000E4400000,213083,227091
IS,4799,5135,CRS3035RES50000mN5100000E2850000,4824,0
BG,136651,161408,CRS3035RES50000mN2300000E5400000,155177,131986
NO,11697,10460,CRS3035RES50000mN5000000E4500000,11094,23295
FI,1265,1682,CRS3035RES50000mN4850000E4950000,1461,1161
BY-PL,24677,26489,CRS3035RES50000mN3450000E5200000,26434,21754
DE,1714825,1663336,CRS3035RES50000mN2900000E4200000,1632164,1729903
RO,169532,172064,CRS3035RES50000mN2550000E5400000,168800,160301
DE-FR,938805,910139,CRS3035RES50000mN2800000E4150000,908458,966782
SE,166732,135814,CRS3035RES50000mN4100000E4700000,148071,168827
EL,71460,63889,CRS3035RES50000mN1850000E5300000,70875,66453
FR,294341,255125,CRS3035RES50000mN2500000E3950000,277392,302156
DE-PL,78256,77729,CRS3035RES50000mN3400000E4600000,79740,72066
FR,221507,211853,CRS3035RES50000mN2900000E3350000,220692,233846
RO,78696,89939,CRS3035RES50000mN2550000E5250000,82125,73199
LT,50911,72883,CRS3035RES50000mN3650000E5100000,60260,49994
MD-RO,241008,282987,CRS3035RES50000mN2850000E5550000,260584,240169
BE-DE-NL,913276,904838,CRS3035RES50000mN3100000E4000000,906530,922983
ES,59120,58946,CRS3035RES50000mN2050000E3500000,60898,58539
UK,7586,7786,CRS3035RES50000mN3700000E3550000,7581,0
ES,216648,201031,CRS3035RES50000mN2100000E3650000,211473,223887
IE,18521,16241,CRS3035RES50000mN3400000E3250000,17757,21287
AT-HU-SI,215088,212570,CRS3035RES50000mN2650000E4750000,212392,215735
UK,739873,664827,CRS3035RES50000mN3200000E3500000,705202,0
SE,38206,38490,CRS3035RES50000mN4400000E4700000,37363,43680
BG,102203,140679,CRS3035RES50000mN2350000E5500000,116883,95645
FI,1510,2031,CRS3035RES50000mN4800000E5100000,1828,1483
LT,64195,74833,CRS3035RES50000mN3700000E5250000,74672,63364
SE,15241,16210,CRS3035RES50000mN4900000E4750000,15827,15173
HR,11337,0,CRS3035RES50000mN2200000E4850000,11621,10789
DK,19649,21087,CRS3035RES50000mN3500000E4450000,20430,20568
FI-NO,734,822,CRS3035RES50000mN5250000E4950000,786,741
AL-MK,162732,0,CRS3035RES50000mN2050000E5200000,165332,0
PL,144383,144917,CRS3035RES50000mN3200000E5200000,146129,134648
DE,538996,530755,CRS3035RES50000mN2750000E4200000,520017,548019
UK,1151973,1051296,CRS3035RES50000mN3200000E3650000,1088328,0
ES,76625,66447,CRS3035RES50000mN2150000E3100000,75956,79087
CH-FR-IT,88650,87382,CRS3035RES50000mN2500000E4050000,90299,90220
PL,71629,71307,CRS3035RES50000mN3300000E4700000,72552,66819
ES,25585,18948,CRS3035RES50000mN1000000E1950000,24720,26290
LT,50941,70292,CRS3035RES50000mN3650000E5250000,58995,50214
NO,5,12,CRS3035RES50000mN5350000E5050000,10,0
DE,675771,732351,CRS3035RES50000mN3100000E4150000,688181,664233
FR,90092,82624,CRS3035RES50000mN2600000E3550000,87956,90248
ES,38805,41468,CRS3035RES50000mN1850000E3300000,41939,38661
FI,5738,6584,CRS3035RES50000mN4750000E5100000,6118,5560
NO,1349,1478,CRS3035RES50000mN4200000E4000000,1543,3423
IE,79422,74691,CRS3035RES50000mN3400000E3100000,80194,82951
NO-SE,1291,1553,CRS3035RES50000mN4600000E4450000,1353,1254
FR-IT,50545,52800,CRS3035RES50000mN2450000E4050000,52226,48717
NO,70242,59716,CRS3035RES50000mN3850000E4200000,62508,101553
ES,1153605,1139690,CRS3035RES50000mN2300000E3250000,1159601,1158130
FR,84451,83557,CRS3035RES50000mN2850000E3850000,85917,82180
ES,23905,25799,CRS3035RES50000mN1950000E2950000,25146,23145
DE,427787,408891,CRS3035RES50000mN2750000E4350000,406458,439956
IS,2701,2895,CRS3035RES50000mN5000000E2950000,2930,0
DE-DK,98795,102328,CRS3035RES50000mN3500000E4300000,101105,108003
AT,157536,159319,CRS3035RES50000mN2700000E4750000,157754,157963
PL,264885,264093,CRS3035RES50000mN3250000E4850000,267028,251661
NO,16140,14543,CRS3035RES50000mN4200000E4150000,15365,16935
FI,1864,1946,CRS3035RES50000mN4400000E4850000,1916,1840
IS,295,60,CRS3035RES50000mN4900000E3150000,7,0
CZ-PL-SK,642446,628385,CRS3035RES50000mN2950000E4900000,639413,619936
RO,209871,226980,CRS3035RES50000mN2500000E5650000,212737,193653
ES,4409679,4212015,CRS3035RES50000mN2050000E3650000,4342666,4468584
ES-PT,53093,60082,CRS3035RES50000mN1950000E2800000,59229,52634
FI,4475,5802,CRS3035RES50000mN4550000E5350000,5276,4286
UK,1748229,1680372,CRS3035RES50000mN3700000E3400000,1704662,0
ES,253286,234679,CRS3035RES50000mN1700000E2800000,249842,254404
ES,20085,24212,CRS3035RES50000mN2300000E3100000,22548,19359
IT,137824,142248,CRS3035RES50000mN1550000E4600000,138900,132367
AL,51569,0,CRS3035RES50000mN1950000E5150000,52129,0
FI-SE,258,238,CRS3035RES50000mN4150000E4800000,234,245
DE,2558434,2425781,CRS3035RES50000mN3350000E4300000,2393828,2594889
FR,350101,340059,CRS3035RES50000mN2900000E3850000,343559,350761
SE,14480,14254,CRS3035RES50000mN4650000E4850000,14264,15513
IS,2115,2304,CRS3035RES50000mN5000000E2800000,2099,0
BE-NL,2318071,2092140,CRS3035RES50000mN3100000E3900000,2208741,2361176
HU-RO-RS,290616,278549,CRS3035RES50000mN2600000E5100000,302414,271623
DE,278952,308077,CRS3035RES50000mN3000000E4400000,289571,272724
FR,74983,72129,CRS3035RES50000mN2950000E3450000,75141,75547
PL,177743,185008,CRS3035RES50000mN3150000E5200000,184317,166656
ES,53626,56586,CRS3035RES50000mN1800000E3050000,58377,51279
RO-UA,338,2202,CRS3035RES50000mN2850000E5400000,473,505
UK,67220,61798,CRS3035RES50000mN3250000E3250000,64853,0
BG,171811,194330,CRS3035RES50000mN2350000E5650000,186012,154753
PL,143383,139403,CRS3035RES50000mN3250000E4700000,142246,139911
AT-DE,231188,226928,CRS3035RES50000mN2800000E4500000,222188,235530
FI,13343,13503,CRS3035RES50000mN4150000E4950000,13701,13227
FI,68094,72120,CRS3035RES50000mN4300000E5200000,70911,66603
FI,27742,29845,CRS3035RES50000mN4550000E5200000,29148,27124
CZ,281606,272195,CRS3035RES50000mN3000000E4550000,278564,273554
IT,371947,358415,CRS3035RES50000mN1550000E4750000,372718,358747
IT,238912,234939,CRS3035RES50000mN1950000E5000000,235479,235496
FR,885845,829738,CRS3035RES50000mN2900000E3700000,850078,907946
RO,38333,48512,CRS3035RES50000mN2600000E5250000,44602,41015
SE,1653,2072,CRS3035RES50000mN4650000E4700000,1809,1606
FI,3251,3326,CRS3035RES50000mN5000000E4950000,3360,3171
IT,168813,173919,CRS3035RES50000mN1950000E4800000,172495,161308
NO,2321,2240,CRS3035RES50000mN4150000E4150000,2252,2589
PL,153050,154764,CRS3035RES50000mN3400000E5100000,156003,138432
ES,131913,130087,CRS3035RES50000mN1700000E2950000,134503,130658
RO,268189,272679,CRS3035RES50000mN2500000E5500000,280483,255781
RS,408112,0,CRS3035RES50000mN2300000E5250000,414899,0
NO-SE,1384,1430,CRS3035RES50000mN4350000E4400000,1460,1397
ES,57438,52425,CRS3035RES50000mN1600000E2900000,56015,57895
FR,80826,78261,CRS3035RES50000mN2350000E3650000,81074,80816
IS,1249,1957,CRS3035RES50000mN4850000E3150000,897,0
UK,1977063,1871768,CRS3035RES50000mN3450000E3500000,1930118,0
FR,146643,149778,CRS3035RES50000mN2600000E3850000,151298,142074
PL,328161,339631,CRS3035RES50000mN3150000E5050000,340955,302813
EE-LV,39993,45193,CRS3035RES50000mN3950000E5250000,39589,35896
SE,144711,134339,CRS3035RES50000mN3900000E4500000,137686,146735
EL,5085,5625,CRS3035RES50000mN1650000E5800000,5063,5260
IT,906636,865581,CRS3035RES50000mN1600000E4750000,872491,884477
HU,170331,182686,CRS3035RES50000mN2700000E4900000,174464,170393
PT,65503,78455,CRS3035RES50000mN2150000E2850000,71743,62356
EL,0,0,CRS3035RES50000mN1900000E5550000,6,6
UK,3247,3200,CRS3035RES50000mN3800000E3300000,3169,0
DE,590154,614022,CRS3035RES50000mN3050000E4150000,591543,587463
SE,1617,2132,CRS3035RES50000mN4350000E4550000,1803,1514
NO,125,107,CRS3035RES50000mN4900000E4450000,115,456
SE,103872,91473,CRS3035RES50000mN3750000E4450000,96592,109036
FR,222163,223907,CRS3035RES50000mN2750000E4050000,228227,218068
UK,322333,292534,CRS3035RES50000mN3150000E3350000,294858,0
NO,21993,17570,CRS3035RES50000mN4150000E4000000,19700,42870
UK,66585,67235,CRS3035RES50000mN3450000E3650000,66400,0
PT,5175,4386,CRS3035RES50000mN1500000E1850000,5483,5149
DE,81324,91609,CRS3035RES50000mN3350000E4450000,83961,80617
IT,132600,145423,CRS3035RES50000mN1600000E4600000,137270,121743
EL,95825,101170,CRS3035RES50000mN2100000E5500000,92815,82730
FR,303,499,CRS3035RES50000mN2200000E4050000,316,284
EE,2167,2110,CRS3035RES50000mN3950000E5100000,1745,1673
SE,102876,92023,CRS3035RES50000mN3900000E4650000,95604,103852
EL,63541,73328,CRS3035RES50000mN1650000E5950000,62653,68796
UK,16418,16346,CRS3035RES50000mN4000000E3350000,17563,0
AT-IT,76600,71484,CRS3035RES50000mN2650000E4450000,73342,76957
IT,326859,337753,CRS3035RES50000mN2400000E4450000,337788,317380
ES,33251,31539,CRS3035RES50000mN1850000E3750000,34064,36165
ES,51224,50294,CRS3035RES50000mN2150000E3250000,52733,51830
UK,834,730,CRS3035RES50000mN4050000E3600000,811,0
ES,221789,209226,CRS3035RES50000mN1050000E1700000,220177,224294
FI,90162,96435,CRS3035RES50000mN4250000E5200000,94909,88164
IE-UK,228,323,CRS3035RES50000mN3700000E3250000,254,2
ES-PT,95711,111440,CRS3035RES50000mN2200000E2850000,102898,92870
NO,31020,29651,CRS3035RES50000mN5050000E4550000,30092,35208
EL,57998,60727,CRS3035RES50000mN1750000E5400000,57363,51483
FR,1232453,1186325,CRS3035RES50000mN2250000E3900000,1204387,1264702
BE-DE-NL,1674651,1634511,CRS3035RES50000mN3050000E4000000,1649930,1677236
SE,121256,107931,CRS3035RES50000mN3800000E4450000,112678,123134
EL,89561,89313,CRS3035RES50000mN2050000E5500000,90219,84020
IT,241719,233287,CRS3035RES50000mN2250000E4450000,240576,233176
AT-DE,426848,412842,CRS3035RES50000mN2750000E4500000,405069,433769
SE,8067,8611,CRS3035RES50000mN4100000E4550000,8076,7711
CY,1157,0,CRS3035RES50000mN1650000E6350000,1181,1030
ES,42910,51681,CRS3035RES50000mN2300000E2900000,46838,42068
RS,101343,0,CRS3035RES50000mN2300000E5100000,101515,0
EL,30162,35192,CRS3035RES50000mN1500000E5550000,37337,37044
FR,1373861,1337086,CRS3035RES50000mN2850000E3700000,1362462,1396459
SE,394,500,CRS3035RES50000mN5000000E4800000,437,375
IT,517562,481641,CRS3035RES50000mN2400000E4300000,495906,513423
FR,61468,61957,CRS3035RES50000mN2600000E3700000,63740,60164
IT,478922,484001,CRS3035RES50000mN1950000E4950000,484550,458400
EL,64939,61670,CRS3035RES50000mN1750000E5550000,60251,60818
EL,27394,25683,CRS3035RES50000mN1700000E5800000,26377,26977
UK,9947,9922,CRS3035RES50000mN3800000E3450000,9794,0
IT,7553,9373,CRS3035RES50000mN1850000E4750000,7226,7604
FR,191447,173160,CRS3035RES50000mN2650000E3450000,184416,193753
EE,40057,44147,CRS3035RES50000mN4000000E5200000,39750,37363
NO,18593,16021,CRS3035RES50000mN5250000E4800000,17211,22350
ES,240270,220587,CRS3035RES50000mN2100000E3500000,239656,244042
IT,172573,176092,CRS3035RES50000mN2250000E4300000,170811,169000
AT-CH-DE,113409,109577,CRS3035RES50000mN2650000E4300000,108157,113988
AL-ME,165616,0,CRS3035RES50000mN2150000E5100000,166490,0
PL,265369,267472,CRS3035RES50000mN3300000E4850000,269406,245469
FR,54972,52992,CRS3035RES50000mN2350000E3500000,55438,54328
RO-RS,166221,12089,CRS3035RES50000mN2550000E5100000,177771,11150
PL,16153,15076,CRS3035RES50000mN3550000E4850000,15546,15099
LT,135610,162112,CRS3035RES50000mN3700000E5100000,148580,134607
NO,1011,891,CRS3035RES50000mN5400000E4950000,837,1248
NO,42940,40671,CRS3035RES50000mN4100000E4400000,41429,43632
UK,468537,448064,CRS3035RES50000mN3250000E3400000,460011,0
RO,45930,57947,CRS3035RES50000mN2750000E5500000,51630,48460
LT-LV,53845,72409,CRS3035RES50000mN3750000E5150000,62240,53032
ES,604330,582582,CRS3035RES50000mN1750000E3400000,598430,619277
DK,80098,83642,CRS3035RES50000mN3800000E4300000,82399,79097
EL,30996,29906,CRS3035RES50000mN1650000E5650000,30060,30946
FI,21319,19704,CRS3035RES50000mN4850000E5000000,20502,20928
FR,57356,53676,CRS3035RES50000mN2500000E3650000,57485,56989
FR,64025,66407,CRS3035RES50000mN2800000E3950000,66433,59512
ES,34100,28178,CRS3035RES50000mN2000000E3600000,32090,42717
ES,86385,66871,CRS3035RES50000mN1450000E3100000,81071,86450
FI-NO,38,30,CRS3035RES50000mN5150000E4900000,31,27
ES,20828,21055,CRS3035RES50000mN2150000E3550000,21689,20983
IT,390615,382264,CRS3035RES50000mN2400000E4150000,393083,379730
PL,272551,269595,CRS3035RES50000mN3200000E4800000,272288,263306
LT,423457,493944,CRS3035RES50000mN3600000E5200000,445953,431918
CZ,429349,401365,CRS3035RES50000mN2950000E4600000,411660,454494
RO,216820,254764,CRS3035RES50000mN2500000E5350000,229100,211396
DE-PL,577527,564562,CRS3035RES50000mN3350000E4600000,574930,566066
IT,205473,257740,CRS3035RES50000mN1700000E4800000,207020,195888
EE,837,977,CRS3035RES50000mN4000000E5350000,755,705
NO,2862,2633,CRS3035RES50000mN3950000E4100000,2842,2754
SE,1230,1403,CRS3035RES50000mN4750000E4900000,1286,1313
HR,244,0,CRS3035RES50000mN2250000E4750000,470,422
FR,162827,149984,CRS3035RES50000mN2950000E3750000,155973,161656
PL,233461,223883,CRS3035RES50000mN3250000E5100000,230382,230576
FI,17790,20621,CRS3035RES50000mN4350000E5100000,19469,17058
DE-FR-LU,615493,634186,CRS3035RES50000mN2900000E4050000,613702,611423
RO-UA,336825,357941,CRS3035RES50000mN2600000E5700000,352903,311864
EL,2696,3055,CRS3035RES50000mN1650000E5500000,2406,2632
NO,42532,39840,CRS3035RES50000mN4200000E4300000,41273,42798
BG,165841,192581,CRS3035RES50000mN2250000E5600000,179935,153318
PL,196634,194233,CRS3035RES50000mN3350000E4750000,197216,182816
NL,1951282,1827249,CRS3035RES50000mN3200000E3950000,1873912,1999998
SE,4463,4879,CRS3035RES50000mN4450000E4600000,4525,4330
ES,25344,26378,CRS3035RES50000mN2150000E3400000,26319,25635
DE,1030536,1000756,CRS3035RES50000mN3100000E4450000,958377,1044087
HR-HU,128205,140607,CRS3035RES50000mN2600000E4850000,134174,124844
NO,2620,2757,CRS3035RES50000mN4350000E4250000,2767,2604
AT,224818,218400,CRS3035RES50000mN2750000E4650000,218390,224239
RO-RS,157684,109645,CRS3035RES50000mN2500000E5200000,167081,101566
PL-UA,7055,7848,CRS3035RES50000mN3100000E5300000,7777,5970
NO-SE,2550,2610,CRS3035RES50000mN4200000E4450000,2609,2710
EL,74276,80728,CRS3035RES50000mN1500000E5700000,76766,76181
HU-RO,199866,224812,CRS3035RES50000mN2650000E5150000,210930,191917
PT,93604,106666,CRS3035RES50000mN2000000E2750000,104171,92819
LT-LV,30110,37982,CRS3035RES50000mN3750000E5000000,34182,29408
PT,123,155,CRS3035RES50000mN2500000E1050000,128,115
BY-PL,5790,6100,CRS3035RES50000mN3250000E5250000,6190,5196
SE,40859,38857,CRS3035RES50000mN4450000E4750000,39528,42743
CZ,217536,217029,CRS3035RES50000mN2950000E4750000,215852,209781
IS,0,88,CRS3035RES50000mN4800000E3100000,3,0
DE,420438,428384,CRS3035RES50000mN3250000E4250000,412516,423070
PL,528487,498224,CRS3035RES50000mN3050000E5150000,510916,513985
PL-SK,254857,247190,CRS3035RES50000mN2900000E5050000,251493,249868
IE,1693,1816,CRS3035RES50000mN3400000E2900000,1634,1789
IS,20279,19304,CRS3035RES50000mN4950000E3050000,20457,0
DE,235606,254589,CRS3035RES50000mN3100000E4300000,234675,232737
ES,23814,22279,CRS3035RES50000mN2050000E3200000,25170,25548
FR,178969,167011,CRS3035RES50000mN2800000E3800000,173433,179757
SE,122255,106268,CRS3035RES50000mN4550000E4800000,112164,127495
FI,9341,10856,CRS3035RES50000mN4350000E5250000,10163,9136
IT,61246,63090,CRS3035RES50000mN1650000E4650000,61966,58726
ES,47396,37718,CRS3035RES50000mN1750000E3550000,44752,48593
PT,1000,1043,CRS3035RES50000mN2750000E900000,1043,951
