CNTR_ID,TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011,TOT_P_2021
AL-ME-RS,381551,0,CRS3035RES50000mN2200000E5150000,364736,0
UK,11666,10413,CRS3035RES50000mN3750000E3350000,12001,0
BY-LT,120085,221966,CRS3035RES50000mN3600000E5300000,120810,124762
FI-SE,61493,65404,CRS3035RES50000mN4800000E4950000,64378,60312
FI,1725,2239,CRS3035RES50000mN4900000E4950000,1992,1654
NO,1697,1746,CRS3035RES50000mN3950000E4150000,1707,1587
DE,156484,167814,CRS3035RES50000mN3400000E4500000,158198,155340
BY-LT,26917,30494,CRS3035RES50000mN3550000E5300000,29343,26818
EE,140959,137526,CRS3035RES50000mN4000000E5250000,143580,146451
SE,613671,524097,CRS3035RES50000mN3800000E4400000,563201,656845
PT,379474,411568,CRS3035RES50000mN2200000E2800000,395256,380926
FR-UK,243526,230376,CRS3035RES50000mN3100000E3700000,239803,167288
DE,147666,160239,CRS3035RES50000mN3350000E4500000,149926,146499
IT,1430,3051,CRS3035RES50000mN1900000E4300000,1387,1428
HU-SK-UA,148245,153631,CRS3035RES50000mN2850000E5200000,146759,141567
HR-HU,297361,299230,CRS3035RES50000mN2550000E4950000,318970,289469
LV,519,818,CRS3035RES50000mN3700000E4950000,536,479
PL-SK-UA,26879,27411,CRS3035RES50000mN2950000E5200000,27456,24761
IT,271728,263220,CRS3035RES50000mN1950000E4850000,272454,265434
FI,3,2,CRS3035RES50000mN4700000E5300000,3,2
LV,123,621,CRS3035RES50000mN3800000E4950000,162,138
IT,459546,442966,CRS3035RES50000mN2500000E4400000,455295,454758
DE-FR,635767,610449,CRS3035RES50000mN2750000E4150000,598777,641665
HU,266041,286980,CRS3035RES50000mN2700000E5050000,273352,262828
IS,0,0,CRS3035RES50000mN5100000E2750000,2,0
IT,203399,214972,CRS3035RES50000mN1700000E4850000,205787,191721
DE,262528,261867,CRS3035RES50000mN3450000E4250000,257199,266390
AT-DE,232111,222704,CRS3035RES50000mN2700000E4400000,220705,234034
PL,256480,254967,CRS3035RES50000mN3250000E5150000,257367,242512
EL,14794,12548,CRS3035RES50000mN1500000E5750000,14339,15206
PL,404154,394900,CRS3035RES50000mN3400000E5150000,398041,380247
RO,44813,60572,CRS3035RES50000mN2500000E5300000,51413,47063
FR,144390,141382,CRS3035RES50000mN3050000E3700000,144489,147062
IS,11,0,CRS3035RES50000mN5100000E2900000,16,0
UK,1796,1837,CRS3035RES50000mN4200000E3700000,1830,0
AL-MK,198574,0,CRS3035RES50000mN2050000E5150000,193590,0
EL,18889,17451,CRS3035RES50000mN1750000E5750000,18001,17768
FR,203261,180132,CRS3035RES50000mN2350000E3600000,190795,208527
FI,12,16,CRS3035RES50000mN4650000E5300000,16,16
HU,157384,172588,CRS3035RES50000mN2600000E4950000,165956,150756
EE-LV,20709,26057,CRS3035RES50000mN3950000E5200000,22013,18887
EE,20336,23790,CRS3035RES50000mN4150000E5250000,21748,19607
FI,38957,40615,CRS3035RES50000mN4650000E5150000,40283,38447
ES,398162,351128,CRS3035RES50000mN2100000E3700000,386398,410499
NO,148612,116648,CRS3035RES50000mN4100000E4350000,129938,157974
FI,11645,13082,CRS3035RES50000mN4400000E5150000,12565,11411
EL,994291,1017766,CRS3035RES50000mN2000000E5400000,970542,967940
UK,134082,139314,CRS3035RES50000mN3550000E3600000,136632,0
PT,199681,204766,CRS3035RES50000mN2000000E2650000,205212,202340
HU-RS,116190,0,CRS3035RES50000mN2550000E5050000,105357,0
FI-SE,656,739,CRS3035RES50000mN4750000E4950000,743,843
EL,118271,108128,CRS3035RES50000mN2050000E5400000,118776,110217
DK,194464,181037,CRS3035RES50000mN3600000E4250000,188104,200099
LT-LV,69158,82190,CRS3035RES50000mN3750000E5050000,78015,68712
PT,236640,227951,CRS3035RES50000mN1500000E1800000,249306,233212
NO,12612,12227,CRS3035RES50000mN4350000E4350000,12476,12489
NO,11,22,CRS3035RES50000mN4850000E4400000,24,45
DE,581415,585730,CRS3035RES50000mN2900000E4150000,567583,580346
IS,2614,1855,CRS3035RES50000mN5000000E3100000,2329,0
IT,66953,71622,CRS3035RES50000mN1750000E4150000,68440,63318
UK,487009,460725,CRS3035RES50000mN3300000E3450000,472170,0
NO,1,0,CRS3035RES50000mN5050000E4450000,0,0
ES,11402,13687,CRS3035RES50000mN1000000E1750000,13419,11744
ES,66228,64606,CRS3035RES50000mN2150000E3450000,65888,67750
ES,11840,13317,CRS3035RES50000mN1950000E3400000,13191,11849
HU-RO,90706,99818,CRS3035RES50000mN2650000E5200000,95985,92615
EL-TR,44349,40976,CRS3035RES50000mN1650000E5900000,41369,40476
UK,18668,20008,CRS3035RES50000mN3800000E3500000,18656,0
CH,109561,101478,CRS3035RES50000mN2600000E4150000,104020,107793
FR,47038,46474,CRS3035RES50000mN2600000E3600000,48096,45724
DE,431330,400755,CRS3035RES50000mN2800000E4400000,398723,439636
SE,25965,26703,CRS3035RES50000mN4000000E4450000,25570,25757
IT,19116,17089,CRS3035RES50000mN2150000E4350000,18748,18884
LT-LV,62532,76255,CRS3035RES50000mN3800000E5200000,66253,61524
PL,361474,364252,CRS3035RES50000mN3150000E5150000,364672,350419
AL,152939,0,CRS3035RES50000mN1950000E5100000,152213,0
DE-PL,286260,331489,CRS3035RES50000mN3150000E4600000,297699,275512
NO-SE,993,1088,CRS3035RES50000mN4750000E4500000,1064,997
SE,138,237,CRS3035RES50000mN5000000E4700000,245,140
ES,112719,105947,CRS3035RES50000mN1700000E3250000,114653,111950
UK,505848,460688,CRS3035RES50000mN3100000E3550000,478368,0
FI,5475,7119,CRS3035RES50000mN4700000E5150000,6343,5189
ES,17552,22637,CRS3035RES50000mN2050000E3000000,20283,16849
HU,542943,535681,CRS3035RES50000mN2700000E4950000,528241,563307
NO,17939,17818,CRS3035RES50000mN5050000E4600000,17614,18549
FI,22741,25195,CRS3035RES50000mN4250000E5250000,24302,22368
IT,68591,65168,CRS3035RES50000mN1900000E4150000,66953,66439
LT-PL,104536,134158,CRS3035RES50000mN3550000E5150000,117020,103493
SE,2718,2863,CRS3035RES50000mN4350000E4500000,2633,2724
SE,16654,16558,CRS3035RES50000mN4300000E4600000,16376,16442
PL-UA,196098,205090,CRS3035RES50000mN3150000E5250000,203485,175219
UK,1622,1250,CRS3035RES50000mN3950000E3350000,1555,0
RO-UA,124016,154026,CRS3035RES50000mN2600000E5750000,129564,119094
IS,123,92,CRS3035RES50000mN5050000E3000000,60,0
RS,81315,0,CRS3035RES50000mN2300000E5150000,85140,0
UK,19083,19862,CRS3035RES50000mN3650000E3350000,19952,0
BA,464333,0,CRS3035RES50000mN2300000E4950000,489045,0
NO,51085,43198,CRS3035RES50000mN3850000E4150000,48409,63738
HU,145019,153461,CRS3035RES50000mN2700000E4850000,148971,144726
DE,295731,336863,CRS3035RES50000mN3100000E4500000,311921,291978
SE,95705,89564,CRS3035RES50000mN3900000E4400000,91130,100953
HU-RO,335700,338282,CRS3035RES50000mN2700000E5200000,333216,328498
FI,67566,66170,CRS3035RES50000mN4300000E5250000,66720,67572
RS,587131,0,CRS3035RES50000mN2450000E5150000,549139,0
PT,9740,10820,CRS3035RES50000mN2500000E1100000,10383,9629
EL,457,466,CRS3035RES50000mN1850000E5650000,458,420
AD-ES-FR,40854,49840,CRS3035RES50000mN2200000E3600000,57748,40744
ES,344065,308097,CRS3035RES50000mN2000000E3550000,342640,356498
IT,424740,422984,CRS3035RES50000mN2400000E4400000,430643,418607
ES,153472,169124,CRS3035RES50000mN2300000E2800000,161109,155395
UK,705682,643017,CRS3035RES50000mN3250000E3450000,666638,0
FR,75412,73587,CRS3035RES50000mN2500000E3600000,76599,74417
FI,20663,22524,CRS3035RES50000mN4600000E5050000,21972,20236
FR,18613,18326,CRS3035RES50000mN2700000E3350000,18421,19138
PL,178784,175230,CRS3035RES50000mN3400000E4950000,180155,169285
DE-PL,133288,154260,CRS3035RES50000mN3200000E4600000,141507,128827
DE,2333077,2055991,CRS3035RES50000mN2750000E4400000,2157299,2371438
IT,919427,853912,CRS3035RES50000mN2350000E4400000,882982,920028
FR,125896,126919,CRS3035RES50000mN3000000E3450000,127256,124161
UK,209567,208029,CRS3035RES50000mN3200000E3700000,200612,0
NO-SE,11687,12149,CRS3035RES50000mN4100000E4450000,11765,11524
ES-FR,600390,561205,CRS3035RES50000mN2300000E3350000,578128,618045
DE,440301,440853,CRS3035RES50000mN3400000E4350000,430540,446941
SE,7008,7166,CRS3035RES50000mN4200000E4500000,6933,6951
IT,570714,534580,CRS3035RES50000mN2250000E4350000,558141,564189
SE,13803,13184,CRS3035RES50000mN4450000E4500000,13446,14151
EL,3220,3145,CRS3035RES50000mN1900000E5650000,3204,2478
DE,308103,309518,CRS3035RES50000mN3250000E4350000,301534,310913
DK,94355,98288,CRS3035RES50000mN3500000E4400000,97405,96936
DE,243387,259914,CRS3035RES50000mN3000000E4350000,248126,239865
CZ,273674,274737,CRS3035RES50000mN2950000E4850000,271119,263904
PT,251874,277321,CRS3035RES50000mN2150000E2800000,268492,243682
UK,40497,36990,CRS3035RES50000mN3850000E3600000,39197,0
UK,83899,81521,CRS3035RES50000mN3700000E3350000,85934,0
FI,1676,2162,CRS3035RES50000mN4850000E5050000,1864,1609
UK,7177778,6083668,CRS3035RES50000mN3200000E3600000,6637418,0
SE,2169,1943,CRS3035RES50000mN3750000E4400000,1979,2140
FI,429,735,CRS3035RES50000mN4800000E5200000,581,418
UK,10239,9690,CRS3035RES50000mN4150000E3700000,10385,0
UK,544469,530183,CRS3035RES50000mN3450000E3600000,535202,0
FI,381,369,CRS3035RES50000mN4650000E4950000,385,379
EL,6140,6723,CRS3035RES50000mN1550000E5850000,6161,6361
BG-EL-MK,126042,138039,CRS3035RES50000mN2100000E5400000,132641,113192
BG-RO,79593,103343,CRS3035RES50000mN2350000E5400000,91041,72740
IS,1174,1139,CRS3035RES50000mN5000000E2900000,1500,0
BE-FR,137093,133643,CRS3035RES50000mN2950000E3950000,136314,136083
IT,308057,300611,CRS3035RES50000mN2050000E4600000,311564,294689
EL,42882,40581,CRS3035RES50000mN1650000E5300000,41958,39628
PT,3474,3642,CRS3035RES50000mN1750000E2600000,3503,3447
FI,5963,7476,CRS3035RES50000mN4500000E5050000,6842,5734
NO,52296,45558,CRS3035RES50000mN4900000E4500000,48589,61500
NO-SE,1459,1710,CRS3035RES50000mN4250000E4450000,1555,1445
DE-PL,135310,144176,CRS3035RES50000mN3300000E4600000,139966,124993
NO,8317,8248,CRS3035RES50000mN4550000E4400000,8263,8190
LT,66343,99662,CRS3035RES50000mN3700000E5150000,76086,65902
HR,446,0,CRS3035RES50000mN2150000E4950000,469,460
FR,89430,89878,CRS3035RES50000mN2850000E3950000,92251,85751
SE,11281,12790,CRS3035RES50000mN4100000E4500000,11794,11239
ES-FR,396954,352353,CRS3035RES50000mN2250000E3350000,382807,407348
IT,71925,80050,CRS3035RES50000mN1900000E4200000,75915,68258
UK,1705246,1566837,CRS3035RES50000mN3350000E3550000,1621744,0
RO-UA,21905,22541,CRS3035RES50000mN2850000E5300000,21693,22244
IT,430557,437295,CRS3035RES50000mN2450000E4150000,435773,415610
FR,278874,253507,CRS3035RES50000mN2600000E3450000,266093,302546
SE,56895,53745,CRS3035RES50000mN3700000E4500000,53953,59319
DE,262039,287260,CRS3035RES50000mN3150000E4250000,269558,258860
AT-CH-IT,38593,37476,CRS3035RES50000mN2600000E4300000,38422,37955
UK,1296,1157,CRS3035RES50000mN3850000E3250000,1270,0
PT,34045,36513,CRS3035RES50000mN1850000E2700000,36651,33486
FR,111900,104435,CRS3035RES50000mN2350000E3700000,109199,113597
NO,184,247,CRS3035RES50000mN5250000E4700000,205,186
CZ-DE,340652,372533,CRS3035RES50000mN3000000E4450000,348096,329280
PT,136170,145323,CRS3035RES50000mN1950000E2700000,144639,137103
EL-MK,32536,33235,CRS3035RES50000mN2050000E5300000,31554,28216
EE-LV,34486,37106,CRS3035RES50000mN3950000E5300000,33713,30921
SE,3806,4455,CRS3035RES50000mN4550000E4600000,4061,3670
CZ-PL-SK,338999,331464,CRS3035RES50000mN2950000E4950000,337168,329132
CZ-DE,250980,266988,CRS3035RES50000mN3000000E4500000,255518,237537
EL,1406,1099,CRS3035RES50000mN1600000E5650000,1386,1245
PL-UA,8051,8032,CRS3035RES50000mN3150000E5300000,8142,6624
FR,103313,97724,CRS3035RES50000mN2750000E3600000,102482,100883
IT,476633,455632,CRS3035RES50000mN2300000E4350000,473325,471159
UK,30779,31543,CRS3035RES50000mN3350000E3350000,31572,0
ES,110436,114030,CRS3035RES50000mN1900000E3150000,118702,108537
DE,547778,556596,CRS3035RES50000mN3150000E4450000,556369,540076
ES,121373,114848,CRS3035RES50000mN2100000E3550000,123355,123895
ES,16429,18780,CRS3035RES50000mN1050000E1650000,16673,16620
PL,385565,382742,CRS3035RES50000mN3000000E5150000,387650,355266
RO,113405,114793,CRS3035RES50000mN2550000E5200000,110911,107679
DK,163653,157367,CRS3035RES50000mN3700000E4300000,161268,169549
NO,24556,23529,CRS3035RES50000mN4800000E4500000,23749,24963
UK,2157,1906,CRS3035RES50000mN4100000E3650000,2183,0
NO-SE,2702,2883,CRS3035RES50000mN4450000E4400000,2820,2709
NO,65402,61154,CRS3035RES50000mN3950000E4300000,63879,82845
EL-MK,135983,2254,CRS3035RES50000mN2050000E5250000,133031,701
PT,82621,87756,CRS3035RES50000mN2100000E2700000,84323,81166
RO,160002,206336,CRS3035RES50000mN2700000E5650000,179777,168431
RO,146189,160622,CRS3035RES50000mN2750000E5300000,151442,145393
ES,99531,106798,CRS3035RES50000mN2150000E3000000,105673,97271
BA-ME-RS,49609,0,CRS3035RES50000mN2300000E5050000,60248,0
UK,1597539,1422680,CRS3035RES50000mN3200000E3550000,1507210,0
UK,1859371,1743702,CRS3035RES50000mN3450000E3550000,1781013,0
SE,365,414,CRS3035RES50000mN3800000E4850000,371,372
FR,104205,93466,CRS3035RES50000mN2500000E3450000,100244,106690
SE,54353,53236,CRS3035RES50000mN3800000E4500000,52628,54869
DE,239760,245067,CRS3035RES50000mN3050000E4250000,240411,238628
UK,862,984,CRS3035RES50000mN3900000E3400000,889,0
FI,3780,4457,CRS3035RES50000mN4800000E5150000,4142,3643
FI,20896,23872,CRS3035RES50000mN4500000E4950000,22651,20356
FR,26009,22765,CRS3035RES50000mN2050000E4250000,23985,25935
DE-DK,9270,9601,CRS3035RES50000mN3450000E4400000,8916,9158
RO,121187,139237,CRS3035RES50000mN2400000E5400000,136698,126328
FR,239585,210034,CRS3035RES50000mN2750000E3450000,221728,249924
IS,483,918,CRS3035RES50000mN5000000E2850000,907,0
EE,69038,71895,CRS3035RES50000mN4000000E5150000,68766,68550
PL,62956,63694,CRS3035RES50000mN3500000E5050000,64292,56582
FI,76,94,CRS3035RES50000mN4900000E5200000,85,70
IT,562379,533430,CRS3035RES50000mN2500000E4300000,562492,554545
ES-PT,57556,63620,CRS3035RES50000mN2200000E2900000,62276,58544
FI,55215,52745,CRS3035RES50000mN4250000E5150000,55558,54978
IT,743,543,CRS3035RES50000mN1750000E4750000,671,659
AT-CH-LI,457966,408290,CRS3035RES50000mN2650000E4250000,425646,462945
UK,1009351,914218,CRS3035RES50000mN3700000E3450000,971243,0
AT-IT,66861,70419,CRS3035RES50000mN2600000E4500000,68548,65918
DE,418734,400142,CRS3035RES50000mN2750000E4300000,397923,431704
SE,9454,8840,CRS3035RES50000mN4200000E4700000,9069,10638
EL,92351,93835,CRS3035RES50000mN1750000E5300000,87695,78380
UK,4561,4364,CRS3035RES50000mN3950000E3450000,4646,0
FR,126959,121041,CRS3035RES50000mN2600000E3950000,126162,126237
LV,4105,5294,CRS3035RES50000mN3850000E5100000,4641,4138
UK,11758,12181,CRS3035RES50000mN3350000E3700000,11948,0
UK,294700,276125,CRS3035RES50000mN3150000E3450000,283025,0
BG-EL,54197,62169,CRS3035RES50000mN2150000E5500000,61099,48487
PT,299296,321657,CRS3035RES50000mN2000000E2700000,311255,296841
RO,225454,263718,CRS3035RES50000mN2600000E5300000,237210,208894
IT,95293,99205,CRS3035RES50000mN1600000E4500000,92211,92629
BY-LT,3283,6797,CRS3035RES50000mN3500000E5250000,3854,2832
IT,129534,133946,CRS3035RES50000mN2150000E4450000,132063,124581
ES,97283,102338,CRS3035RES50000mN2350000E2900000,100537,96111
DE,209418,206306,CRS3035RES50000mN3350000E4350000,202574,213048
IT,97870,77882,CRS3035RES50000mN2000000E4500000,89500,99996
SE,459,524,CRS3035RES50000mN3900000E4850000,486,474
FI,10763,10065,CRS3035RES50000mN4750000E5050000,10726,10544
FR,204635,191180,CRS3035RES50000mN2600000E3500000,199894,205371
BA-RS,169967,0,CRS3035RES50000mN2400000E5050000,182963,0
PL,280310,286191,CRS3035RES50000mN3100000E4700000,287162,261638
DE,484367,504546,CRS3035RES50000mN3200000E4400000,481159,478523
PL-UA,35298,35443,CRS3035RES50000mN3050000E5250000,36065,31249
UK,468926,406816,CRS3035RES50000mN3300000E3600000,435521,0
LT-LV,44698,70586,CRS3035RES50000mN3700000E5300000,52388,43970
UK,343421,330542,CRS3035RES50000mN3100000E3350000,328216,0
NO,17865,16424,CRS3035RES50000mN4000000E4000000,16991,28251
RO,498168,525117,CRS3035RES50000mN2500000E5750000,500258,489283
IS,1177,1121,CRS3035RES50000mN5050000E2800000,1149,0
ES,135018,119149,CRS3035RES50000mN1650000E3250000,129807,144541
FR,167599,150763,CRS3035RES50000mN2250000E3700000,161361,170075
SE,684,853,CRS3035RES50000mN4650000E4600000,787,685
FR,110374,109465,CRS3035RES50000mN3000000E3650000,111621,107396
MK,135838,0,CRS3035RES50000mN2150000E5300000,139291,0
NO,11882,8858,CRS3035RES50000mN4100000E4000000,10508,20844
PT,3092,3482,CRS3035RES50000mN2750000E950000,3180,2861
SE,24598,23942,CRS3035RES50000mN3950000E4500000,23965,25004
SK,338053,344545,CRS3035RES50000mN2850000E4950000,344216,328243
AT-SK,625086,579373,CRS3035RES50000mN2800000E4850000,588348,667131
LV,23736,29847,CRS3035RES50000mN3850000E5300000,26547,22410
CH-FR,264037,243056,CRS3035RES50000mN2650000E4050000,252059,263168
ES,47367,47954,CRS3035RES50000mN1800000E3150000,50546,46780
PT,145965,139093,CRS3035RES50000mN1700000E2700000,151348,155591
FI,8678,10692,CRS3035RES50000mN4600000E5250000,9654,8432
PT,15432,16382,CRS3035RES50000mN2550000E1050000,15910,15267
BE-DE-LU,143599,131656,CRS3035RES50000mN3000000E4000000,136755,146717
EL,4685,2493,CRS3035RES50000mN2000000E5500000,4385,4167
DE,2077237,1876464,CRS3035RES50000mN3250000E4500000,1902197,2118138
ES,29797,29456,CRS3035RES50000mN2150000E3500000,30900,30631
IE,121646,96570,CRS3035RES50000mN3500000E3250000,115111,136566
BG,98871,116929,CRS3035RES50000mN2250000E5500000,108450,94952
LT-LV,42435,56451,CRS3035RES50000mN3750000E5100000,49523,41682
EL,3079,4079,CRS3035RES50000mN1550000E5400000,3047,2780
FR,107651,102861,CRS3035RES50000mN2950000E3500000,106753,106753
CH-IT,1642645,1525715,CRS3035RES50000mN2500000E4250000,1605425,1629996
IT,49587,43768,CRS3035RES50000mN2050000E4450000,44602,49337
EL-TR,19715,20162,CRS3035RES50000mN1750000E5800000,18766,18375
SE,1726,2164,CRS3035RES50000mN4400000E4600000,1880,1675
FR,149287,138459,CRS3035RES50000mN2700000E3500000,145841,147898
ES,28533,31381,CRS3035RES50000mN1900000E3350000,31251,29117
UK,0,30,CRS3035RES50000mN3750000E3250000,0,0
RS,214639,0,CRS3035RES50000mN2500000E5100000,206285,0
FI,11380,14151,CRS3035RES50000mN4350000E5150000,12908,10946
EL,1170,1767,CRS3035RES50000mN1500000E5800000,1270,898
NO,22197,21690,CRS3035RES50000mN4200000E4350000,21842,22350
IT,35496,34143,CRS3035RES50000mN1800000E4150000,36504,33393
ES-PT,17648,22071,CRS3035RES50000mN2100000E2900000,20017,16738
FR,228655,203790,CRS3035RES50000mN2850000E3450000,215375,236388
EE,398123,355651,CRS3035RES50000mN4100000E5150000,367612,415822
CZ-DE,101001,100090,CRS3035RES50000mN2950000E4500000,98937,98277
DE,267596,270935,CRS3035RES50000mN2750000E4250000,261421,270071
HU,95875,102485,CRS3035RES50000mN2750000E5100000,98542,92354
HU,218891,220852,CRS3035RES50000mN2650000E5050000,222131,215295
DE,468263,468583,CRS3035RES50000mN2850000E4300000,455556,476552
AL-EL,34731,39185,CRS3035RES50000mN1900000E5200000,34516,26769
BA,36612,0,CRS3035RES50000mN2350000E4850000,42831,0
LT,37949,52883,CRS3035RES50000mN3650000E5050000,43004,35392
FI-SE,903,1008,CRS3035RES50000mN5050000E4800000,949,841
DE-DK,268181,265372,CRS3035RES50000mN3500000E4250000,260296,281651
UK,4367,3712,CRS3035RES50000mN3950000E3500000,4480,0
FI,47083,54186,CRS3035RES50000mN4450000E5200000,51488,46077
IT,296110,298041,CRS3035RES50000mN1650000E4750000,302412,284741
NO-SE,1001,1149,CRS3035RES50000mN4300000E4400000,1105,983
DK,41520,43297,CRS3035RES50000mN3750000E4250000,43042,40481
UK,189023,180144,CRS3035RES50000mN3600000E3450000,188323,0
AT-DE,296687,283523,CRS3035RES50000mN2700000E4500000,282854,302338
ES,32138,30893,CRS3035RES50000mN2050000E3450000,33166,32815
UK,14258,11423,CRS3035RES50000mN3850000E3450000,13838,0
NO,45178,38689,CRS3035RES50000mN4450000E4350000,41208,47412
PL,71093,68931,CRS3035RES50000mN3400000E5050000,71819,64929
RO,62747,99591,CRS3035RES50000mN2500000E5250000,70052,56816
UK,562101,484955,CRS3035RES50000mN3700000E3500000,525071,0
SE,1419,1659,CRS3035RES50000mN4900000E4850000,1525,1367
DK,192723,176636,CRS3035RES50000mN3600000E4300000,183873,201143
ES,50506,51758,CRS3035RES50000mN1900000E2950000,52172,50888
NO-SE,28101,27934,CRS3035RES50000mN4150000E4400000,28401,27791
SK,133784,138166,CRS3035RES50000mN2900000E5000000,134441,132001
CZ-DE,363342,390890,CRS3035RES50000mN3050000E4550000,364443,348117
AL-EL-MK,189889,0,CRS3035RES50000mN2000000E5200000,188939,0
SE,14305,15459,CRS3035RES50000mN4450000E4700000,14510,14184
ES,78369,73821,CRS3035RES50000mN1800000E3450000,80745,80132
FI,43,49,CRS3035RES50000mN5200000E4950000,48,37
RO,7489,10050,CRS3035RES50000mN2600000E5800000,8343,7669
FR,161801,157602,CRS3035RES50000mN2900000E3300000,162979,166213
NO,485,382,CRS3035RES50000mN4650000E4450000,512,462
FR,354288,309347,CRS3035RES50000mN2300000E3800000,324902,382660
UK,23570,21826,CRS3035RES50000mN3750000E3550000,23349,0
IE,510381,444626,CRS3035RES50000mN3450000E3250000,482113,553806
FI,11033,13204,CRS3035RES50000mN4450000E5350000,12295,10566
IT-SI,413023,403559,CRS3035RES50000mN2500000E4600000,409217,409667
FR,231546,218555,CRS3035RES50000mN2800000E3850000,224249,234586
UK,327120,296579,CRS3035RES50000mN3250000E3500000,305195,0
EL,34149,37524,CRS3035RES50000mN1700000E5550000,34710,30940
DK-SE,87939,85517,CRS3035RES50000mN3550000E4450000,86653,90719
SE,7,0,CRS3035RES50000mN4950000E4600000,11,0
DE,269730,261084,CRS3035RES50000mN3250000E4150000,259493,275848
SK,306566,294915,CRS3035RES50000mN2900000E5150000,302223,303593
NO,6219,6339,CRS3035RES50000mN5300000E5050000,6327,6096
FI,2364,3138,CRS3035RES50000mN4850000E5100000,2822,2311
RO-UA,77991,83833,CRS3035RES50000mN2800000E5400000,81742,84374
IS,52,92,CRS3035RES50000mN4950000E2900000,52,0
SE,23996,23857,CRS3035RES50000mN4150000E4550000,23443,24392
AT-DE,187798,182642,CRS3035RES50000mN2700000E4350000,180696,191799
EL,939,611,CRS3035RES50000mN1450000E5800000,807,805
CZ-SK,293303,298763,CRS3035RES50000mN2900000E4900000,294938,287890
FR,127460,120549,CRS3035RES50000mN2900000E3450000,126143,128649
ES,91271,88992,CRS3035RES50000mN1750000E3300000,91714,94022
EE,16733,17512,CRS3035RES50000mN4050000E5050000,16184,15673
NO,47920,43099,CRS3035RES50000mN4400000E4150000,45160,56421
EL,6952,8298,CRS3035RES50000mN1950000E5700000,7061,5931
NO,4739,4768,CRS3035RES50000mN4700000E4450000,4943,4977
UK,30639,29767,CRS3035RES50000mN3750000E3400000,29210,0
SE,902,1018,CRS3035RES50000mN4950000E4750000,886,905
FR,257674,243579,CRS3035RES50000mN2650000E3550000,251183,261069
BG,99579,123405,CRS3035RES50000mN2300000E5500000,112901,91089
UK,426990,390377,CRS3035RES50000mN3250000E3650000,407986,0
FI,4959,6370,CRS3035RES50000mN4500000E5350000,5779,4717
RO,1758,3146,CRS3035RES50000mN2550000E5800000,1885,1803
DE,214809,210294,CRS3035RES50000mN3300000E4300000,208623,218774
EE,26281,27542,CRS3035RES50000mN4000000E5300000,25063,23488
SE,3864,4137,CRS3035RES50000mN4600000E4850000,3904,4003
IE,69748,64110,CRS3035RES50000mN3450000E3100000,69599,74675
ES,63568,60229,CRS3035RES50000mN1750000E2800000,62634,63623
SE,39631,34529,CRS3035RES50000mN4100000E4800000,36165,46315
AT,469124,431202,CRS3035RES50000mN2750000E4750000,446110,476675
ES,65507,76067,CRS3035RES50000mN1750000E3450000,70638,70546
HU-SK,286926,314934,CRS3035RES50000mN2750000E4900000,291264,288528
BG,194338,225306,CRS3035RES50000mN2300000E5650000,213590,183877
FI,2494,2549,CRS3035RES50000mN4450000E4850000,2601,2421
DK,303252,291151,CRS3035RES50000mN3550000E4300000,296390,320947
ES,50095,53509,CRS3035RES50000mN2100000E3100000,54132,49399
PL,140246,143321,CRS3035RES50000mN3100000E5200000,143164,127855
ES,23144,23584,CRS3035RES50000mN1800000E3300000,24915,22604
RO,74517,90716,CRS3035RES50000mN2550000E5650000,85752,73976
ES-PT,64260,68345,CRS3035RES50000mN1900000E2800000,68715,62440
FI,108924,97687,CRS3035RES50000mN4500000E5200000,101704,111327
RO,200294,218844,CRS3035RES50000mN2650000E5400000,197399,180915
SE,376,518,CRS3035RES50000mN4700000E4600000,433,374
BY-PL,77920,83221,CRS3035RES50000mN3350000E5200000,82518,70031
FI,74,69,CRS3035RES50000mN4100000E4950000,84,82
AT,412857,386210,CRS3035RES50000mN2750000E4600000,393426,423709
BE-NL,549609,550822,CRS3035RES50000mN3150000E3900000,545106,563006
RO,266490,313321,CRS3035RES50000mN2800000E5550000,283324,263219
IE,8539,8902,CRS3035RES50000mN3700000E3150000,8887,9089
PL,401406,402381,CRS3035RES50000mN3100000E5050000,403463,381245
DE,388501,404261,CRS3035RES50000mN3050000E4400000,388615,383692
ES,25920,27478,CRS3035RES50000mN1850000E3050000,27937,25892
HR-SI,1035905,13533,CRS3035RES50000mN2500000E4750000,1027829,992680
DE,170608,161110,CRS3035RES50000mN3200000E4550000,163676,175568
EE-LV,10194,11792,CRS3035RES50000mN3950000E5150000,9791,8898
NL,239773,233979,CRS3035RES50000mN3300000E4000000,239366,244582
BY-LV,4934,6753,CRS3035RES50000mN3750000E5400000,5819,4248
ES,60543,63377,CRS3035RES50000mN1750000E3150000,65058,58916
EL,1406,1852,CRS3035RES50000mN1700000E5700000,1407,1155
RS,259578,0,CRS3035RES50000mN2250000E5200000,271541,0
UK,295289,280717,CRS3035RES50000mN3500000E3550000,287500,0
FR,144725,138706,CRS3035RES50000mN2550000E3800000,143385,143459
FR,165768,155815,CRS3035RES50000mN2350000E3550000,163538,164665
DK,39580,42930,CRS3035RES50000mN3550000E4600000,41709,40989
EL,122991,116865,CRS3035RES50000mN1450000E5650000,111654,110150
BY-PL,77526,76856,CRS3035RES50000mN3400000E5200000,78641,81234
